sample_id,ddim_reconstruction,sdvae_roundtrip,sd15_latent_denoise,emu3_vq_reconstruction,dinov2_isolation,convae_reconstruction,ce_resnet18,margin_resnet18,gradnorm_resnet18,forgetting_count,first_learning_epoch
90,0.156361029,0.856545746,0.0700995773,0.00189713831,0.443431616,0.00113280944,0.127566665,-5.87386274,0.000197170011,8,32
91,0.156543449,1.19043684,0.0835062936,0.0014216773,0.506176293,0.000548218261,0.0957083926,-5.71405792,0.000584376627,2,51
92,0.129798844,0.909639478,0.0624784268,0.00171430805,0.399991006,0.00128250301,0.0656435937,-5.66346121,0.000167971302,5,46
93,0.119985387,1.83626652,0.0589454919,0.00119340187,0.366724879,0.000967457308,0.0866797045,-6.46984434,0.000119588927,8,39
94,0.101358868,0.696888149,0.0486985072,0.000959782396,0.272476405,0.000353485899,0.119309552,-4.68293285,0.000627341156,0,34
95,0.218493119,0.440730155,0.116131775,0.00574836088,0.445452064,0.00525029283,0.0742650852,-6.0922842,0.000154396068,9,45
96,0.191026956,0.50752461,0.0935826302,0.0032911147,0.281284988,0.00178101787,0.114629567,-5.90771961,0.000181987707,1,6
97,0.0558892079,0.63367635,0.0575352907,0.00127109408,0.41397509,0.00187844259,0.101215586,-5.62537146,0.000150790831,1,10
98,0.140433192,0.657750487,0.0558425337,0.00156407931,0.239550442,0.000975777744,0.0992496684,-5.71332884,0.000491814397,8,50
99,0.189840168,0.786598027,0.103908107,0.00359888002,0.305085123,0.00256371638,0.0947346911,-6.17232895,0.000236681386,7,34
100,0.139810577,0.76841867,0.109822854,0.00179595593,0.376028389,0.000805545016,0.0972611606,-5.76986122,0.000548504468,3,51
101,0.154683426,0.454485893,0.0776294023,0.00246041734,0.175983384,0.00123455503,0.11710453,-5.97966528,0.000385829597,2,23
102,0.134667024,0.53492564,0.110147052,0.00171353761,0.455323696,0.000742909382,0.128664061,-4.00449848,0.00172249542,9,42
103,0.139281973,0.643712521,0.115474336,0.00333096832,0.368708968,0.00212816219,0.071434617,-6.47854662,0.000217902052,6,45
104,0.0794311836,0.332356572,0.0796168447,0.000973684597,0.369077712,0.000450788037,0.0801781937,-5.70267344,0.000147161511,1,7
105,0.152213559,0.565249383,0.12069314,0.00262917834,0.366724014,0.00142334844,0.0982295945,-5.90284824,0.000464608922,7,49
106,0.160232842,0.603102446,0.118306845,0.00304658664,0.380422801,0.00154551747,0.0766073614,-6.08859158,0.000339145772,6,32
107,0.0894729197,0.648522079,0.078773573,0.0010976952,0.371666968,0.000751047395,0.0524436161,-6.15610456,9.53750132e-05,8,34
108,0.194577724,0.752368093,0.0918452069,0.00497333147,0.367163718,0.00218454446,0.0908668414,-5.0416975,0.000299954409,9,51
109,0.133020431,0.771167397,0.096955426,0.00207628193,0.418802559,0.00105743844,0.0789573863,-5.34840775,0.000405376399,5,51
110,0.122854248,1.25812697,0.0819178298,0.00173444371,0.240210533,0.000711940636,0.105328485,-5.63832283,0.000811145583,11,49
111,0.14522019,0.775794148,0.0975494087,0.00221439777,0.404434979,0.00101498608,0.0831238255,-6.42537642,0.000474843982,6,44
112,0.158248484,0.687129855,0.0972546786,0.00258630211,0.392998159,0.00126912678,0.0863649473,-5.53784657,0.000297685328,8,51
113,0.207035363,0.341146886,0.107485108,0.00282631954,0.304127812,0.00128126121,0.0854138359,-6.0491538,0.000470784318,9,48
114,0.0972506478,0.627860904,0.104565263,0.00183495204,0.522438407,0.00185430225,0.0965192243,-5.54697657,0.000672701164,2,51
115,0.206394956,0.694430232,0.107176363,0.00330284657,0.323567331,0.0020995466,0.164784029,-3.63486814,0.00140394305,4,50
116,0.124647073,1.14893997,0.0693611801,0.000929542526,0.283287138,0.000615597586,0.102572978,-6.24215508,0.000313240511,1,15
117,0.172749192,0.522311151,0.104393885,0.00270085176,0.407105923,0.00126945018,0.0812372789,-5.86890316,0.000586681126,3,29
118,0.112736903,0.420328557,0.0809158981,0.00204750011,0.390557706,0.00139604229,0.10778673,-5.68019962,0.000139881449,5,34
119,0.173968866,0.705193698,0.104943462,0.00336727407,0.379123777,0.00141967391,0.0700197071,-6.12774515,0.000409743807,8,43
120,0.199811786,0.823645532,0.0814451352,0.00294095278,0.389038712,0.00140762306,0.0914452374,-5.97504234,0.000916574558,7,31
121,0.115328521,2.0049634,0.0500552468,0.000657879631,0.426376015,0.000261355599,0.15565747,-4.49449968,0.00192185503,5,51
122,0.186734825,0.517584682,0.0854221955,0.00526222214,0.459094584,0.00169630442,0.0588652864,-6.54197359,0.000295007165,6,51
123,0.121004224,0.326307237,0.0496920273,0.0028485395,0.158722728,0.000687213033,0.0935632363,-6.16687107,0.000309501251,8,36
124,0.212430328,0.556972384,0.125340968,0.00809872057,0.267549932,0.00419578049,0.0995189548,-6.08251953,0.000167294784,1,6
125,0.136184111,0.421649814,0.0798529088,0.00194209605,0.351761281,0.000785472221,0.0955786034,-6.00673962,0.000274928956,1,4
126,0.205038652,0.428119868,0.108794659,0.00529260747,0.366022736,0.00446264166,0.0845321566,-5.94007826,0.000130925924,4,51
127,0.179179922,0.630943,0.120129488,0.00438007759,0.482089192,0.00196401938,0.0861929283,-5.18338537,0.000332845026,0,51
128,0.171021566,0.954171717,0.0842309296,0.00489409827,0.407274485,0.00175622513,0.085657008,-5.3980279,0.000418318756,11,49
129,0.191270709,0.622621894,0.123091437,0.0044009639,0.498374701,0.00245443871,0.109139621,-5.57142544,0.000360037608,7,49
130,0.102129646,0.931073844,0.0687227175,0.000933841802,0.354869306,0.000472909713,0.100081049,-5.44583941,0.000532940554,5,51
131,0.153647318,0.723014891,0.0999429449,0.0022192474,0.235210136,0.00111061521,0.116148375,-4.42578697,0.0007591701,10,51
132,0.160918877,0.377529681,0.0870976821,0.00278167194,0.504862905,0.00109948998,0.0708343089,-6.43934679,0.000343935913,2,29
133,0.149349988,0.653819084,0.0879674256,0.0022532884,0.422922373,0.00124726852,0.0977629051,-5.95297813,0.000222403978,11,50
134,0.0941176414,0.95820421,0.0532076359,0.000583086396,0.382671267,0.00031121762,0.0602081716,-6.49029016,0.000283942849,0,51
135,0.128794014,0.707798243,0.0822853073,0.00191487034,0.410500944,0.000913761498,0.0746039227,-5.87754154,0.000239545421,4,50
136,0.141985521,1.15978551,0.0838503093,0.00109462161,0.480114877,0.000614400138,0.122634672,-5.82942533,0.000544156937,1,34
137,0.15904066,0.344949067,0.0751728117,0.00157475122,0.429971457,0.00100016536,0.0732597411,-6.2536459,0.000368836481,2,47
138,0.12974678,0.612596452,0.0740785152,0.00151341117,0.403456509,0.000717987248,0.0783983991,-5.72227526,0.000274037215,5,51
139,0.104332536,0.993277431,0.0680493414,0.0014817738,0.205203578,0.00157482456,0.0952263176,-6.13857889,0.000237861852,0,2
140,0.174668089,0.71953553,0.12446522,0.00362296868,0.253841609,0.00157224573,0.0688071251,-5.6397562,0.000285990071,11,50
141,0.173919708,0.6554178,0.100214481,0.00342921913,0.468688577,0.00393233774,0.0929363146,-6.09887314,0.000179032329,7,43
142,0.150444567,0.805152237,0.11383947,0.0025723069,0.345716864,0.0017511053,0.0730805844,-5.7491374,0.000208895188,4,41
143,0.181568801,0.698331773,0.0932596773,0.0026351444,0.400475323,0.00100434059,0.0801109672,-5.92081451,0.000702982477,12,49
144,0.102818646,0.372198701,0.0598674603,0.0015677521,0.320010841,0.00131703517,0.0947321951,-5.60371876,0.000132434157,6,32
145,0.124213733,0.88204819,0.0928345919,0.000893551856,0.318490684,0.00036352966,0.0678399429,-5.80786371,0.000970327586,1,51
146,0.225387767,0.672273636,0.131208166,0.00555765629,0.335806966,0.00275601773,0.114848517,-4.57302475,0.00144882291,2,48
147,0.142881691,0.342453927,0.0701385289,0.00168895954,0.460092962,0.000786361168,0.0886153728,-5.53258133,0.000707557891,5,51
148,0.146541387,0.881729364,0.093460843,0.00195803284,0.350235313,0.00106874271,0.0820979252,-6.2673645,0.000377074844,15,51
149,0.154536098,0.598026991,0.0585328564,0.00184627133,0.204885766,0.00164508889,0.12408483,-5.95668697,7.27082079e-05,2,22
150,0.103382133,0.608051538,0.0695348978,0.00194918574,0.496317327,0.00223336928,0.1088202,-4.79868507,0.000432024972,3,51
151,0.129963472,0.661740124,0.0764902309,0.0011584009,0.307572067,0.000463652133,0.0640528649,-6.28511429,0.00025207008,8,48
152,0.170409903,1.22288525,0.102905914,0.0028894865,0.487286478,0.00307789072,0.0896811485,-5.81658983,0.000428651663,2,33
153,0.130250663,3.71873474,0.0557034723,0.000869826996,0.471282393,0.000438467134,0.0505827814,-5.8048563,0.000420768105,3,51
154,0.179825559,2.41819096,0.0865226984,0.00286096102,0.203378275,0.00097015989,0.08131212,-6.3398447,0.000464595068,4,31
155,0.190302014,0.442062467,0.110160157,0.00310858293,0.460883528,0.00241580466,0.0935723558,-6.08543873,0.00028937991,2,45
156,0.132198602,0.59372592,0.0990682021,0.00130516465,0.316181421,0.000839099637,0.0749434158,-5.51483297,0.000392247224,4,50
157,0.173763797,0.697928667,0.0977682248,0.00230602059,0.411884964,0.00104883558,0.0863279849,-5.93142748,0.00075279572,4,34
158,0.16979757,0.907913566,0.107520804,0.00205880427,0.393393487,0.00116631389,0.0566957407,-6.52478504,0.000208426107,4,47
159,0.18407546,0.781818628,0.122844979,0.00451521948,0.540757537,0.00318550598,0.0792432055,-6.26071835,0.000267024268,3,44
160,0.13518779,0.826494575,0.0905319303,0.0016517574,0.299854577,0.00086939329,0.101041801,-5.62303305,0.000300657033,8,33
161,0.105110645,0.909877777,0.0375598893,0.000931860181,0.283636034,0.000495016982,0.0944868848,-6.32132435,0.000215791297,5,41
162,0.120042205,0.355538249,0.0525335222,0.00166155281,0.473033369,0.000997248455,0.080428578,-6.08471203,0.000233637329,2,42
163,0.111062303,0.749809384,0.0706248432,0.000867506664,0.431823581,0.000325526315,0.0705231875,-6.01470852,0.000900441664,3,51
164,0.154196531,0.916267276,0.079738155,0.00288186641,0.239601344,0.00188810693,0.0914369673,-6.33484602,0.000100144112,8,42
165,0.172629058,0.838126421,0.067017518,0.00237016985,0.513189435,0.00127328816,0.0898008049,-5.14304161,0.000459172443,0,51
166,0.136441082,1.70299029,0.091878891,0.00265285512,0.169883013,0.0013559073,0.124707691,-5.8876915,0.000309538911,0,4
167,0.138571009,0.913180709,0.0680467412,0.00172556471,0.287327975,0.00092407316,0.118148759,-6.09051943,0.000301311375,5,33
168,0.111765131,0.833476126,0.0789330155,0.0015011722,0.454492658,0.00129022927,0.0823016092,-5.07536697,0.000335628458,7,47
169,0.138586193,4.90894413,0.102922082,0.00171051454,0.267436743,0.000717112212,0.131182581,-6.12383366,0.000430973887,4,31
170,0.128327787,0.617179871,0.0660188496,0.00116808864,0.356555372,0.000366607972,0.072935082,-5.66539097,0.000635798031,8,35
171,0.142719328,1.43513048,0.0679442585,0.000983115518,0.439558893,0.000413727452,0.100000903,-4.72345448,0.00154722924,1,51
172,0.180213213,0.404236495,0.106979266,0.00398477633,0.293216765,0.00186993543,0.0964998528,-5.93741655,0.000256545522,2,30
173,0.150483295,0.57912308,0.0705842674,0.00241735135,0.441718727,0.00087524706,0.141323388,-5.44578886,0.00063763361,11,37
174,0.229084447,0.709430337,0.147731826,0.0068712458,0.375417769,0.00450940663,0.0841820985,-5.41256475,0.000283898,3,49
175,0.133521661,0.805176973,0.0973791406,0.00119562889,0.247915789,0.000536048319,0.0843799859,-5.95491171,0.000634619035,4,26
176,0.193419561,0.774837017,0.0662065446,0.00207127514,0.285285294,0.000888977316,0.0995621234,-5.88436222,0.00109514315,7,37
177,0.151331261,0.743418336,0.102813423,0.00336947828,0.407023132,0.00190190633,0.0890501514,-5.6491909,0.000608071277,6,34
178,0.135347113,0.621926904,0.0584802851,0.00127482158,0.378949255,0.00098116172,0.0915447772,-5.63563538,0.000176889953,4,36
179,0.123631254,1.30022931,0.106895477,0.00168452295,0.510130346,0.00100479927,0.0914285928,-6.30390024,0.000397773576,6,51
180,0.140286714,0.436729491,0.0728121102,0.00149885798,0.303597659,0.000628829061,0.0622323453,-6.49971008,0.000155891103,4,22
181,0.106827267,0.295139968,0.0609009564,0.0012750068,0.392282367,0.000724515645,0.0567429364,-6.55321312,0.000164184836,8,46
182,0.159917161,0.51008296,0.0776810199,0.00290227449,0.316381365,0.00148096983,0.128619522,-5.21037674,0.000452312088,8,36
183,0.145249039,0.486319989,0.0800627768,0.00157523225,0.462570667,0.00109339296,0.0731584802,-6.18019485,0.000247424206,5,45
184,0.101144813,1.80065179,0.0444405638,0.000666710082,0.504539132,0.000349767128,0.0860038176,-6.25307178,0.000398045755,7,45
185,0.198012769,0.915893912,0.0989716202,0.00555275148,0.27704078,0.00414866349,0.12611334,-5.69214296,0.000197617439,4,24
186,0.193798378,0.967819333,0.116169438,0.00528300507,0.333395034,0.00331738475,0.0974997357,-6.0810709,0.000183055265,5,39
187,0.117102362,0.668689966,0.0628812239,0.0015335388,0.492431015,0.00122832181,0.0482258163,-6.63375664,0.000118900003,9,51
188,0.147724718,0.323619246,0.083412081,0.002091242,0.459409893,0.00102262234,0.136395812,-5.63783741,0.000335267599,10,51
189,0.187010556,0.699318647,0.0881834179,0.00361121073,0.417761087,0.00204108469,0.0988691896,-5.5829277,0.000260861591,8,44
190,0.100226395,0.95849669,0.0459784195,0.00121548306,0.458206981,0.000918154779,0.0731057376,-5.81906986,0.000209385369,3,51
191,0.133704573,1.04629827,0.0459967777,0.00122450618,0.413645327,0.000518061279,0.0470476933,-6.65933466,0.000256292726,7,34
192,0.14236249,1.42394948,0.0781094581,0.00149089226,0.398722708,0.000507401652,0.106945775,-6.28227615,0.000536550535,6,34
193,0.0821548998,0.931021988,0.0583042204,0.0012345349,0.439194918,0.000704517588,0.102190107,-5.30472565,0.000476423302,0,51
194,0.142247289,0.595108032,0.108217552,0.0028966188,0.29703185,0.00118111935,0.0887781382,-6.21135521,0.000240217807,4,33
195,0.193002179,0.886673331,0.129764348,0.00558814034,0.318810612,0.00315248664,0.118985742,-5.96933889,0.000198669572,10,51
196,0.162530556,0.417616785,0.112718031,0.0033975672,0.417630255,0.00167040038,0.0930602551,-5.47151566,0.000591237622,9,44
197,0.126281127,1.76720667,0.0776994824,0.00110137556,0.368049681,0.00136571843,0.0920897275,-5.98498964,0.000277596468,5,34
198,0.160281688,1.63048041,0.0980881825,0.00260725804,0.304727882,0.00206788164,0.0856249481,-6.16467476,0.000160153315,4,35
199,0.127000988,0.69466877,0.0772724077,0.00073902763,0.371872813,0.000934830809,0.0982872993,-6.13046074,0.000146843493,2,9
200,0.236872897,0.877178013,0.115292221,0.0100237653,0.2607072,0.0102313766,0.100253604,-6.32568455,0.000115561299,3,33
201,0.157014757,0.735747337,0.0841174796,0.00251714978,0.348740339,0.0013101364,0.116527423,-5.37415171,0.000199933609,13,51
202,0.165184751,0.786187649,0.0810362324,0.00235579582,0.277884573,0.000964726205,0.099613592,-6.19305658,0.000295648497,7,32
203,0.111822113,0.334457725,0.0718389302,0.00199246546,0.378314137,0.00126417493,0.101262562,-5.84396696,8.82962704e-05,5,18
204,0.117390826,1.25634849,0.0545404665,0.00145123049,0.225964218,0.000628446462,0.08475364,-6.10364866,0.000412891211,2,21
205,0.142242536,0.767756104,0.0738650858,0.00186077447,0.41509819,0.000575498736,0.0816316605,-6.18795919,0.000488650927,10,50
206,0.155070901,0.858702302,0.0726882517,0.00364082167,0.294440448,0.00174002093,0.118422009,-5.97779608,0.000700533914,4,32
207,0.152083501,1.60997212,0.0792234093,0.00161105616,0.560213983,0.000933045405,0.0971787423,-5.79203129,0.000438665302,1,50
208,0.125836104,1.0947566,0.0938167349,0.00131862366,0.177934542,0.000856304774,0.0934241563,-6.28298616,0.000264763599,7,39
209,0.102372766,0.442575991,0.0867258161,0.000978320604,0.282631218,0.000394645846,0.101896666,-5.52581024,0.000303610461,8,49
