sample_id,proxy_name,proxy_score
73,dinov2_isolation,0.381930411
74,dinov2_isolation,0.390044332
75,dinov2_isolation,0.516508698
76,dinov2_isolation,0.339739442
77,dinov2_isolation,0.499026835
78,dinov2_isolation,0.226154566
79,dinov2_isolation,0.382590055
80,dinov2_isolation,0.316954553
81,dinov2_isolation,0.439553916
82,dinov2_isolation,0.396732688
83,dinov2_isolation,0.471632183
84,dinov2_isolation,0.160635754
85,dinov2_isolation,0.422371805
86,dinov2_isolation,0.510714471
87,dinov2_isolation,0.289827466
88,dinov2_isolation,0.27506873
89,dinov2_isolation,0.53329736
90,dinov2_isolation,0.443431616
91,dinov2_isolation,0.506176293
92,dinov2_isolation,0.399991006
93,dinov2_isolation,0.366724879
94,dinov2_isolation,0.272476405
95,dinov2_isolation,0.445452064
96,dinov2_isolation,0.281284988
97,dinov2_isolation,0.41397509
98,dinov2_isolation,0.239550442
99,dinov2_isolation,0.305085123
100,dinov2_isolation,0.376028389
101,dinov2_isolation,0.175983384
102,dinov2_isolation,0.455323696
103,dinov2_isolation,0.368708968
104,dinov2_isolation,0.369077712
105,dinov2_isolation,0.366724014
106,dinov2_isolation,0.380422801
107,dinov2_isolation,0.371666968
108,dinov2_isolation,0.367163718
109,dinov2_isolation,0.418802559
110,dinov2_isolation,0.240210533
111,dinov2_isolation,0.404434979
112,dinov2_isolation,0.392998159
113,dinov2_isolation,0.304127812
114,dinov2_isolation,0.522438407
115,dinov2_isolation,0.323567331
116,dinov2_isolation,0.283287138
117,dinov2_isolation,0.407105923
118,dinov2_isolation,0.390557706
119,dinov2_isolation,0.379123777
120,dinov2_isolation,0.389038712
121,dinov2_isolation,0.426376015
122,dinov2_isolation,0.459094584
123,dinov2_isolation,0.158722728
124,dinov2_isolation,0.267549932
125,dinov2_isolation,0.351761281
126,dinov2_isolation,0.366022736
127,dinov2_isolation,0.482089192
128,dinov2_isolation,0.407274485
129,dinov2_isolation,0.498374701
130,dinov2_isolation,0.354869306
131,dinov2_isolation,0.235210136
132,dinov2_isolation,0.504862905
133,dinov2_isolation,0.422922373
134,dinov2_isolation,0.382671267
135,dinov2_isolation,0.410500944
136,dinov2_isolation,0.480114877
137,dinov2_isolation,0.429971457
138,dinov2_isolation,0.403456509
139,dinov2_isolation,0.205203578
140,dinov2_isolation,0.253841609
141,dinov2_isolation,0.468688577
142,dinov2_isolation,0.345716864
143,dinov2_isolation,0.400475323
144,dinov2_isolation,0.320010841
145,dinov2_isolation,0.318490684
146,dinov2_isolation,0.335806966
147,dinov2_isolation,0.460092962
148,dinov2_isolation,0.350235313
149,dinov2_isolation,0.204885766
150,dinov2_isolation,0.496317327
151,dinov2_isolation,0.307572067
152,dinov2_isolation,0.487286478
153,dinov2_isolation,0.471282393
154,dinov2_isolation,0.203378275
155,dinov2_isolation,0.460883528
156,dinov2_isolation,0.316181421
157,dinov2_isolation,0.411884964
158,dinov2_isolation,0.393393487
159,dinov2_isolation,0.540757537
160,dinov2_isolation,0.299854577
161,dinov2_isolation,0.283636034
162,dinov2_isolation,0.473033369
163,dinov2_isolation,0.431823581
164,dinov2_isolation,0.239601344
165,dinov2_isolation,0.513189435
166,dinov2_isolation,0.169883013
167,dinov2_isolation,0.287327975
168,dinov2_isolation,0.454492658
169,dinov2_isolation,0.267436743
170,dinov2_isolation,0.356555372
171,dinov2_isolation,0.439558893
172,dinov2_isolation,0.293216765
173,dinov2_isolation,0.441718727
174,dinov2_isolation,0.375417769
175,dinov2_isolation,0.247915789
176,dinov2_isolation,0.285285294
177,dinov2_isolation,0.407023132
178,dinov2_isolation,0.378949255
179,dinov2_isolation,0.510130346
180,dinov2_isolation,0.303597659
181,dinov2_isolation,0.392282367
182,dinov2_isolation,0.316381365
183,dinov2_isolation,0.462570667
184,dinov2_isolation,0.504539132
185,dinov2_isolation,0.27704078
186,dinov2_isolation,0.333395034
187,dinov2_isolation,0.492431015
188,dinov2_isolation,0.459409893
189,dinov2_isolation,0.417761087
190,dinov2_isolation,0.458206981
191,dinov2_isolation,0.413645327
192,dinov2_isolation,0.398722708
193,dinov2_isolation,0.439194918
194,dinov2_isolation,0.29703185
195,dinov2_isolation,0.318810612
196,dinov2_isolation,0.417630255
197,dinov2_isolation,0.368049681
198,dinov2_isolation,0.304727882
199,dinov2_isolation,0.371872813
200,dinov2_isolation,0.2607072
201,dinov2_isolation,0.348740339
202,dinov2_isolation,0.277884573
203,dinov2_isolation,0.378314137
204,dinov2_isolation,0.225964218
205,dinov2_isolation,0.41509819
206,dinov2_isolation,0.294440448
207,dinov2_isolation,0.560213983
208,dinov2_isolation,0.177934542
209,dinov2_isolation,0.282631218
210,dinov2_isolation,0.380960435
211,dinov2_isolation,0.446112216
212,dinov2_isolation,0.29228279
213,dinov2_isolation,0.472070068
214,dinov2_isolation,0.339439809
215,dinov2_isolation,0.444937289
216,dinov2_isolation,0.406440794
217,dinov2_isolation,0.301916778
218,dinov2_isolation,0.454257637
219,dinov2_isolation,0.267893791
220,dinov2_isolation,0.378343284
221,dinov2_isolation,0.370063215
222,dinov2_isolation,0.233367249
223,dinov2_isolation,0.198549688
224,dinov2_isolation,0.330198109
225,dinov2_isolation,0.433022976
226,dinov2_isolation,0.362894982
227,dinov2_isolation,0.414135516
228,dinov2_isolation,0.42164439
229,dinov2_isolation,0.283665806
230,dinov2_isolation,0.397537529
231,dinov2_isolation,0.447372437
232,dinov2_isolation,0.426545799
233,dinov2_isolation,0.303096086
234,dinov2_isolation,0.476302773
235,dinov2_isolation,0.50289613
236,dinov2_isolation,0.256604344
237,dinov2_isolation,0.347981036
238,dinov2_isolation,0.318190336
239,dinov2_isolation,0.460500777
240,dinov2_isolation,0.40243572
241,dinov2_isolation,0.27459988
242,dinov2_isolation,0.326704592
243,dinov2_isolation,0.438922077
244,dinov2_isolation,0.486919403
245,dinov2_isolation,0.156361073
246,dinov2_isolation,0.337320149
247,dinov2_isolation,0.345571637
248,dinov2_isolation,0.196743578
249,dinov2_isolation,0.452125311
250,dinov2_isolation,0.436878502
251,dinov2_isolation,0.340768456
252,dinov2_isolation,0.348586082
253,dinov2_isolation,0.316681772
254,dinov2_isolation,0.343381643
255,dinov2_isolation,0.191989452
256,dinov2_isolation,0.328510463
257,dinov2_isolation,0.302981913
258,dinov2_isolation,0.310660928
259,dinov2_isolation,0.479197264
260,dinov2_isolation,0.479601473
261,dinov2_isolation,0.480161428
262,dinov2_isolation,0.384759068
263,dinov2_isolation,0.276999742
264,dinov2_isolation,0.339529335
265,dinov2_isolation,0.542591155
266,dinov2_isolation,0.436791897
267,dinov2_isolation,0.448917627
268,dinov2_isolation,0.482590735
269,dinov2_isolation,0.256228656
270,dinov2_isolation,0.270335108
271,dinov2_isolation,0.228911072
272,dinov2_isolation,0.388450801
273,dinov2_isolation,0.469431251
274,dinov2_isolation,0.259367526
275,dinov2_isolation,0.306545436
276,dinov2_isolation,0.257474124
277,dinov2_isolation,0.28188619
278,dinov2_isolation,0.467820704
279,dinov2_isolation,0.243240759
280,dinov2_isolation,0.343707919
281,dinov2_isolation,0.262227476
282,dinov2_isolation,0.268074095
283,dinov2_isolation,0.242533013
284,dinov2_isolation,0.496269464
285,dinov2_isolation,0.367852211
286,dinov2_isolation,0.362417668
287,dinov2_isolation,0.449663401
288,dinov2_isolation,0.480112135
289,dinov2_isolation,0.322031081
290,dinov2_isolation,0.50450635
291,dinov2_isolation,0.44202581
292,dinov2_isolation,0.391533911
293,dinov2_isolation,0.365853965
294,dinov2_isolation,0.394704521
295,dinov2_isolation,0.433476269
296,dinov2_isolation,0.449522197
297,dinov2_isolation,0.515776277
298,dinov2_isolation,0.347793043
299,dinov2_isolation,0.1940943
300,dinov2_isolation,0.255515933
301,dinov2_isolation,0.330384463
302,dinov2_isolation,0.203130677
303,dinov2_isolation,0.419363201
304,dinov2_isolation,0.26264742
305,dinov2_isolation,0.360794812
306,dinov2_isolation,0.437556177
307,dinov2_isolation,0.383423388
308,dinov2_isolation,0.299641043
309,dinov2_isolation,0.324044585
310,dinov2_isolation,0.414899349
311,dinov2_isolation,0.306538761
312,dinov2_isolation,0.359962642
313,dinov2_isolation,0.441117287
314,dinov2_isolation,0.250325739
315,dinov2_isolation,0.519272387
316,dinov2_isolation,0.363686621
317,dinov2_isolation,0.456701666
318,dinov2_isolation,0.278935373
319,dinov2_isolation,0.372519851
320,dinov2_isolation,0.293089122
321,dinov2_isolation,0.271302998
322,dinov2_isolation,0.385299325
323,dinov2_isolation,0.397927463
324,dinov2_isolation,0.327676266
325,dinov2_isolation,0.219031334
326,dinov2_isolation,0.500626802
327,dinov2_isolation,0.451698065
328,dinov2_isolation,0.536727428
329,dinov2_isolation,0.281656057
330,dinov2_isolation,0.435954988
331,dinov2_isolation,0.359509349
332,dinov2_isolation,0.585382342
333,dinov2_isolation,0.383358389
334,dinov2_isolation,0.423339903
335,dinov2_isolation,0.277816683
336,dinov2_isolation,0.363173604
337,dinov2_isolation,0.357533365
338,dinov2_isolation,0.388765037
339,dinov2_isolation,0.416365087
340,dinov2_isolation,0.461416811
341,dinov2_isolation,0.288122863
342,dinov2_isolation,0.45520395
343,dinov2_isolation,0.419743389
344,dinov2_isolation,0.468208641
345,dinov2_isolation,0.320046186
346,dinov2_isolation,0.303196728
347,dinov2_isolation,0.249323994
348,dinov2_isolation,0.231830552
349,dinov2_isolation,0.236247107
350,dinov2_isolation,0.503837228
351,dinov2_isolation,0.379978895
352,dinov2_isolation,0.334543884
353,dinov2_isolation,0.294959873
354,dinov2_isolation,0.347890675
355,dinov2_isolation,0.369064271
356,dinov2_isolation,0.391313016
357,dinov2_isolation,0.389230669
358,dinov2_isolation,0.441149086
359,dinov2_isolation,0.308147997
360,dinov2_isolation,0.481200993
361,dinov2_isolation,0.329150409
362,dinov2_isolation,0.256450951
363,dinov2_isolation,0.372193962
364,dinov2_isolation,0.271985769
365,dinov2_isolation,0.335339159
366,dinov2_isolation,0.402688831
367,dinov2_isolation,0.395853698
368,dinov2_isolation,0.336105049
369,dinov2_isolation,0.389305294
370,dinov2_isolation,0.270661741
371,dinov2_isolation,0.447027296
372,dinov2_isolation,0.325973392
373,dinov2_isolation,0.207494766
374,dinov2_isolation,0.393158257
375,dinov2_isolation,0.442559391
376,dinov2_isolation,0.440249741
377,dinov2_isolation,0.399682552
378,dinov2_isolation,0.438289791
379,dinov2_isolation,0.323996454
380,dinov2_isolation,0.402126402
381,dinov2_isolation,0.380246341
382,dinov2_isolation,0.431711376
383,dinov2_isolation,0.462497294
384,dinov2_isolation,0.314905852
385,dinov2_isolation,0.491931438
386,dinov2_isolation,0.346467882
387,dinov2_isolation,0.446748167
388,dinov2_isolation,0.253941387
389,dinov2_isolation,0.261901826
390,dinov2_isolation,0.254265606
391,dinov2_isolation,0.425796747
392,dinov2_isolation,0.378927231
393,dinov2_isolation,0.373778045
394,dinov2_isolation,0.427718073
395,dinov2_isolation,0.413092673
396,dinov2_isolation,0.408249676
397,dinov2_isolation,0.184724987
398,dinov2_isolation,0.402949184
399,dinov2_isolation,0.339856893
400,dinov2_isolation,0.232005075
401,dinov2_isolation,0.425627619
402,dinov2_isolation,0.506063163
403,dinov2_isolation,0.531702161
404,dinov2_isolation,0.412844032
405,dinov2_isolation,0.539277971
406,dinov2_isolation,0.270571589
407,dinov2_isolation,0.544771254
408,dinov2_isolation,0.183487564
409,dinov2_isolation,0.51422596
410,dinov2_isolation,0.346548617
411,dinov2_isolation,0.286540985
412,dinov2_isolation,0.281611115
413,dinov2_isolation,0.417991251
414,dinov2_isolation,0.126816899
415,dinov2_isolation,0.26341638
416,dinov2_isolation,0.217457131
417,dinov2_isolation,0.513322532
418,dinov2_isolation,0.254601717
419,dinov2_isolation,0.448526531
420,dinov2_isolation,0.269964367
421,dinov2_isolation,0.369903594
422,dinov2_isolation,0.265322119
423,dinov2_isolation,0.257787168
424,dinov2_isolation,0.41125235
425,dinov2_isolation,0.246233299
426,dinov2_isolation,0.339215338
427,dinov2_isolation,0.355178207
428,dinov2_isolation,0.454817355
429,dinov2_isolation,0.243739218
430,dinov2_isolation,0.426709175
431,dinov2_isolation,0.257677495
432,dinov2_isolation,0.422008991
433,dinov2_isolation,0.578318655
434,dinov2_isolation,0.41074568
435,dinov2_isolation,0.495247751
436,dinov2_isolation,0.241075709
437,dinov2_isolation,0.539012671
438,dinov2_isolation,0.454207808
439,dinov2_isolation,0.386721909
440,dinov2_isolation,0.564087629
441,dinov2_isolation,0.39170143
442,dinov2_isolation,0.253832877
443,dinov2_isolation,0.199544519
444,dinov2_isolation,0.427484035
445,dinov2_isolation,0.258932114
446,dinov2_isolation,0.308355927
447,dinov2_isolation,0.396206081
448,dinov2_isolation,0.432151139
449,dinov2_isolation,0.385291755
450,dinov2_isolation,0.471621424
451,dinov2_isolation,0.333286583
452,dinov2_isolation,0.387946188
453,dinov2_isolation,0.476405442
454,dinov2_isolation,0.404251903
455,dinov2_isolation,0.431278884
456,dinov2_isolation,0.508961856
457,dinov2_isolation,0.39994207
458,dinov2_isolation,0.335147917
459,dinov2_isolation,0.245691925
460,dinov2_isolation,0.481173187
461,dinov2_isolation,0.414580673
462,dinov2_isolation,0.394362122
463,dinov2_isolation,0.519524217
464,dinov2_isolation,0.488055646
465,dinov2_isolation,0.302249014
466,dinov2_isolation,0.308037728
467,dinov2_isolation,0.171089724
468,dinov2_isolation,0.336829782
469,dinov2_isolation,0.330343872
470,dinov2_isolation,0.516501665
471,dinov2_isolation,0.342502475
472,dinov2_isolation,0.369473159
473,dinov2_isolation,0.419496208
474,dinov2_isolation,0.358522594
475,dinov2_isolation,0.302530825
476,dinov2_isolation,0.399748266
477,dinov2_isolation,0.431787789
478,dinov2_isolation,0.293991119
479,dinov2_isolation,0.314980268
480,dinov2_isolation,0.376302302
481,dinov2_isolation,0.228914291
482,dinov2_isolation,0.268994987
483,dinov2_isolation,0.371363759
484,dinov2_isolation,0.417040408
485,dinov2_isolation,0.395453453
486,dinov2_isolation,0.431276262
487,dinov2_isolation,0.26226902
488,dinov2_isolation,0.403439373
489,dinov2_isolation,0.289014637
490,dinov2_isolation,0.454791218
491,dinov2_isolation,0.476886362
492,dinov2_isolation,0.467473179
493,dinov2_isolation,0.446057707
494,dinov2_isolation,0.309929609
495,dinov2_isolation,0.38266018
496,dinov2_isolation,0.182820946
497,dinov2_isolation,0.491945326
498,dinov2_isolation,0.476799488
499,dinov2_isolation,0.401326001
500,dinov2_isolation,0.287819177
501,dinov2_isolation,0.259488046
502,dinov2_isolation,0.359251529
503,dinov2_isolation,0.38643229
504,dinov2_isolation,0.495953172
505,dinov2_isolation,0.373989999
506,dinov2_isolation,0.419868529
507,dinov2_isolation,0.429619133
508,dinov2_isolation,0.355301112
509,dinov2_isolation,0.196453184
510,dinov2_isolation,0.544523358
511,dinov2_isolation,0.4715693
512,dinov2_isolation,0.36556676
513,dinov2_isolation,0.350263208
514,dinov2_isolation,0.416276127
515,dinov2_isolation,0.206505612
516,dinov2_isolation,0.270293176
517,dinov2_isolation,0.213571951
518,dinov2_isolation,0.327634662
519,dinov2_isolation,0.365568012
520,dinov2_isolation,0.378884315
521,dinov2_isolation,0.381730109
522,dinov2_isolation,0.471917212
523,dinov2_isolation,0.448326677
524,dinov2_isolation,0.352417886
525,dinov2_isolation,0.313251555
526,dinov2_isolation,0.335968733
527,dinov2_isolation,0.392009348
528,dinov2_isolation,0.354642689
529,dinov2_isolation,0.428192139
530,dinov2_isolation,0.419840246
531,dinov2_isolation,0.358654469
532,dinov2_isolation,0.531235099
533,dinov2_isolation,0.366668791
534,dinov2_isolation,0.205691546
535,dinov2_isolation,0.41644749
536,dinov2_isolation,0.446148336
537,dinov2_isolation,0.412051141
538,dinov2_isolation,0.249209642
539,dinov2_isolation,0.475636244
540,dinov2_isolation,0.28700918
541,dinov2_isolation,0.402702034
542,dinov2_isolation,0.251783073
543,dinov2_isolation,0.295198202
544,dinov2_isolation,0.464929193
545,dinov2_isolation,0.373646796
546,dinov2_isolation,0.325764716
547,dinov2_isolation,0.312393457
548,dinov2_isolation,0.54036808
549,dinov2_isolation,0.45577088
550,dinov2_isolation,0.256847203
551,dinov2_isolation,0.380629569
552,dinov2_isolation,0.355821222
553,dinov2_isolation,0.434675455
554,dinov2_isolation,0.441223532
555,dinov2_isolation,0.268223256
556,dinov2_isolation,0.428266764
557,dinov2_isolation,0.312504709
558,dinov2_isolation,0.212091878
559,dinov2_isolation,0.439240307
560,dinov2_isolation,0.444423854
561,dinov2_isolation,0.352772683
562,dinov2_isolation,0.377396017
563,dinov2_isolation,0.288884103
564,dinov2_isolation,0.378518641
565,dinov2_isolation,0.325178593
566,dinov2_isolation,0.323818386
567,dinov2_isolation,0.209801584
568,dinov2_isolation,0.29174453
569,dinov2_isolation,0.427409112
570,dinov2_isolation,0.451968998
571,dinov2_isolation,0.374197811
572,dinov2_isolation,0.182751924
573,dinov2_isolation,0.169553295
574,dinov2_isolation,0.290015757
575,dinov2_isolation,0.37690109
576,dinov2_isolation,0.275722444
577,dinov2_isolation,0.39578107
578,dinov2_isolation,0.472865283
579,dinov2_isolation,0.371537477
580,dinov2_isolation,0.48308593
581,dinov2_isolation,0.39104709
582,dinov2_isolation,0.360616982
583,dinov2_isolation,0.386849314
584,dinov2_isolation,0.392707556
585,dinov2_isolation,0.311049283
586,dinov2_isolation,0.425794125
587,dinov2_isolation,0.362793982
588,dinov2_isolation,0.297404319
589,dinov2_isolation,0.414166272
590,dinov2_isolation,0.262011021
591,dinov2_isolation,0.327346504
592,dinov2_isolation,0.305306971
593,dinov2_isolation,0.385520518
594,dinov2_isolation,0.31064868
595,dinov2_isolation,0.372246146
596,dinov2_isolation,0.36173448
597,dinov2_isolation,0.407547414
598,dinov2_isolation,0.33975172
599,dinov2_isolation,0.308062255
600,dinov2_isolation,0.54556036
601,dinov2_isolation,0.395937592
602,dinov2_isolation,0.236436397
603,dinov2_isolation,0.391679227
604,dinov2_isolation,0.531872392
605,dinov2_isolation,0.426184982
606,dinov2_isolation,0.248721436
607,dinov2_isolation,0.453994423
608,dinov2_isolation,0.379615843
609,dinov2_isolation,0.226084515
610,dinov2_isolation,0.21982269
611,dinov2_isolation,0.364553988
612,dinov2_isolation,0.35058108
613,dinov2_isolation,0.342099488
614,dinov2_isolation,0.565963626
615,dinov2_isolation,0.419723272
616,dinov2_isolation,0.273274004
617,dinov2_isolation,0.259839237
618,dinov2_isolation,0.410299391
619,dinov2_isolation,0.249517918
620,dinov2_isolation,0.312588453
621,dinov2_isolation,0.366678327
622,dinov2_isolation,0.415330589
623,dinov2_isolation,0.257664442
624,dinov2_isolation,0.333787501
625,dinov2_isolation,0.263116151
626,dinov2_isolation,0.183621258
627,dinov2_isolation,0.354242265
628,dinov2_isolation,0.259670556
629,dinov2_isolation,0.355030298
630,dinov2_isolation,0.467855275
631,dinov2_isolation,0.162151337
632,dinov2_isolation,0.567190528
633,dinov2_isolation,0.297601998
634,dinov2_isolation,0.254047245
635,dinov2_isolation,0.47515136
636,dinov2_isolation,0.278941572
637,dinov2_isolation,0.416448981
638,dinov2_isolation,0.468298376
639,dinov2_isolation,0.433098793
640,dinov2_isolation,0.488930792
641,dinov2_isolation,0.532878041
642,dinov2_isolation,0.484399617
643,dinov2_isolation,0.408511698
644,dinov2_isolation,0.295539469
645,dinov2_isolation,0.504294336
646,dinov2_isolation,0.406647861
647,dinov2_isolation,0.284376174
648,dinov2_isolation,0.409163564
649,dinov2_isolation,0.396032929
650,dinov2_isolation,0.531394899
651,dinov2_isolation,0.414892524
652,dinov2_isolation,0.35542953
653,dinov2_isolation,0.217246145
654,dinov2_isolation,0.30838275
655,dinov2_isolation,0.27303952
656,dinov2_isolation,0.368089885
657,dinov2_isolation,0.336922884
658,dinov2_isolation,0.214606449
659,dinov2_isolation,0.409665346
660,dinov2_isolation,0.479077339
661,dinov2_isolation,0.439946711
662,dinov2_isolation,0.451076925
663,dinov2_isolation,0.402210563
664,dinov2_isolation,0.440905005
665,dinov2_isolation,0.377364695
666,dinov2_isolation,0.453187138
667,dinov2_isolation,0.375599921
668,dinov2_isolation,0.318004727
669,dinov2_isolation,0.303144395
670,dinov2_isolation,0.332929492
671,dinov2_isolation,0.417017221
672,dinov2_isolation,0.483884901
673,dinov2_isolation,0.380075842
674,dinov2_isolation,0.418177277
675,dinov2_isolation,0.500896156
676,dinov2_isolation,0.260196537
677,dinov2_isolation,0.27864331
678,dinov2_isolation,0.399041265
679,dinov2_isolation,0.349008143
680,dinov2_isolation,0.301743805
681,dinov2_isolation,0.351254702
682,dinov2_isolation,0.217031047
683,dinov2_isolation,0.462614208
684,dinov2_isolation,0.415136725
685,dinov2_isolation,0.431873173
686,dinov2_isolation,0.301539332
687,dinov2_isolation,0.418076813
688,dinov2_isolation,0.541341424
689,dinov2_isolation,0.258272499
690,dinov2_isolation,0.350412637
691,dinov2_isolation,0.508040369
692,dinov2_isolation,0.445904344
693,dinov2_isolation,0.492405593
694,dinov2_isolation,0.355851293
695,dinov2_isolation,0.458708614
696,dinov2_isolation,0.401345581
697,dinov2_isolation,0.41128397
698,dinov2_isolation,0.468788534
699,dinov2_isolation,0.491645008
700,dinov2_isolation,0.433577865
701,dinov2_isolation,0.39749375
702,dinov2_isolation,0.251803666
703,dinov2_isolation,0.274295241
704,dinov2_isolation,0.263847768
705,dinov2_isolation,0.382133871
706,dinov2_isolation,0.333797753
707,dinov2_isolation,0.408532947
708,dinov2_isolation,0.452536196
709,dinov2_isolation,0.367950439
710,dinov2_isolation,0.37718448
711,dinov2_isolation,0.279064596
712,dinov2_isolation,0.480620205
713,dinov2_isolation,0.263856351
714,dinov2_isolation,0.579024434
715,dinov2_isolation,0.433898211
716,dinov2_isolation,0.465841681
717,dinov2_isolation,0.339996845
718,dinov2_isolation,0.429926783
719,dinov2_isolation,0.298127562
720,dinov2_isolation,0.450111628
721,dinov2_isolation,0.503136098
722,dinov2_isolation,0.533029199
723,dinov2_isolation,0.387418658
724,dinov2_isolation,0.441705465
725,dinov2_isolation,0.426783562
726,dinov2_isolation,0.393148392
727,dinov2_isolation,0.304243565
728,dinov2_isolation,0.317610234
729,dinov2_isolation,0.414125264
730,dinov2_isolation,0.427129209
731,dinov2_isolation,0.455935299
732,dinov2_isolation,0.252634585
733,dinov2_isolation,0.447392285
734,dinov2_isolation,0.471122593
735,dinov2_isolation,0.322090894
736,dinov2_isolation,0.356616169
737,dinov2_isolation,0.558843553
738,dinov2_isolation,0.397288769
739,dinov2_isolation,0.17145215
740,dinov2_isolation,0.456064999
741,dinov2_isolation,0.119654372
742,dinov2_isolation,0.312080055
743,dinov2_isolation,0.241689876
744,dinov2_isolation,0.29599455
745,dinov2_isolation,0.42991966
746,dinov2_isolation,0.351858407
747,dinov2_isolation,0.368382037
748,dinov2_isolation,0.412145376
749,dinov2_isolation,0.462827027
750,dinov2_isolation,0.458624691
751,dinov2_isolation,0.494280487
752,dinov2_isolation,0.214240879
753,dinov2_isolation,0.585258007
754,dinov2_isolation,0.425187737
755,dinov2_isolation,0.323032081
756,dinov2_isolation,0.355701327
757,dinov2_isolation,0.340152144
758,dinov2_isolation,0.463168681
759,dinov2_isolation,0.283243179
760,dinov2_isolation,0.272064388
761,dinov2_isolation,0.518248022
762,dinov2_isolation,0.391311854
763,dinov2_isolation,0.471795708
764,dinov2_isolation,0.322926939
765,dinov2_isolation,0.434805691
766,dinov2_isolation,0.368896812
767,dinov2_isolation,0.335238874
768,dinov2_isolation,0.479688704
769,dinov2_isolation,0.357682347
770,dinov2_isolation,0.365401328
771,dinov2_isolation,0.502448738
772,dinov2_isolation,0.383217543
773,dinov2_isolation,0.507636368
774,dinov2_isolation,0.422173798
775,dinov2_isolation,0.330566287
776,dinov2_isolation,0.249058813
777,dinov2_isolation,0.226671487
778,dinov2_isolation,0.491957754
779,dinov2_isolation,0.29301852
780,dinov2_isolation,0.365818769
781,dinov2_isolation,0.531781077
782,dinov2_isolation,0.412020922
783,dinov2_isolation,0.380308628
784,dinov2_isolation,0.444639981
785,dinov2_isolation,0.344723672
786,dinov2_isolation,0.385580331
787,dinov2_isolation,0.206470519
788,dinov2_isolation,0.385118753
789,dinov2_isolation,0.394838542
790,dinov2_isolation,0.408143103
791,dinov2_isolation,0.321915329
792,dinov2_isolation,0.246306658
793,dinov2_isolation,0.509458959
794,dinov2_isolation,0.511598468
795,dinov2_isolation,0.23473087
796,dinov2_isolation,0.375862449
797,dinov2_isolation,0.438619912
798,dinov2_isolation,0.25564155
799,dinov2_isolation,0.457543671
800,dinov2_isolation,0.334060878
801,dinov2_isolation,0.305964857
802,dinov2_isolation,0.517907023
803,dinov2_isolation,0.46897769
804,dinov2_isolation,0.441400826
805,dinov2_isolation,0.308319122
806,dinov2_isolation,0.360479176
807,dinov2_isolation,0.323606342
808,dinov2_isolation,0.348084062
809,dinov2_isolation,0.465890586
810,dinov2_isolation,0.431207269
811,dinov2_isolation,0.544368684
812,dinov2_isolation,0.398980916
813,dinov2_isolation,0.326354414
814,dinov2_isolation,0.428100646
815,dinov2_isolation,0.526569664
816,dinov2_isolation,0.4468624
817,dinov2_isolation,0.418376625
818,dinov2_isolation,0.364125609
819,dinov2_isolation,0.348135084
820,dinov2_isolation,0.431218475
